A British officer
A Californian
A. L. O. E.
Aaberg, J. C.
Derreaux, Gaston
Dery, Desiderius George
Derzhavin, Gavriil Romanovich
Des Ages, Lucie
Des Amorie van der Hoeven, Abm., Jr.
Des Niau
Des Périers, Bonaventure
Des Roches, Catherine Fredonnoit, dame
Desault, P.-J.
Desautels, Paul E.
Desbordes-Valmore, Marceline
Descartes, René
Deschamps, Émile
Deschanel, Emile
Desdunes, Rodolphe Lucien
Desfontaines, Nicolas-Marc
Desgenettes, R.
Desjardins, L. G.
Deslandes, L.
Desloges, Pierre
Deslys, Charles
Desmaze, Charles
Desmazures, Adam Charles Gustave
Desmond, Valerie
Desnoyers, Fernand
Desnoyers, Louis
Despard, C.
Despeyrous, M.
Desprez, Ernest
Dessauer, Ernst
Destantins Anthony, Eve
Destouches, Néricault
Deuel, Thorne
Deulin, Charles
Deus, João de
Deutsch, Gotthard
Deutsch, Hermann B.
Deutsche Kolonialgesellschaft. Kolonial-Wirtschaftliches Komitee
Devereux, Blanche
Devereux, G. R. M.
Devereux, Henry Kelsey
Devereux, Margaret
Devereux, Mary
Devereux, W. Cope
Deville, Gabriel Pierre
Devjatnin, V. N.
Devlin, Joseph
Devol, George H.
Devon, James
Devrient, Eduard
Dewar, Douglas
Dewey, Byrd Spilman
Dewey, Edward Hooker
Dewey, Evelyn
Dewey, Frederick H.
Dewey, G. Gordon
Dewey, Harriet Alice Chipman
Dewey, John
Dewey, Julia M.
Dewey, Katharine Fay
Dewey, Lyster H.
Dewey, Melvil
Dewey, Orville
Dewhurst, William W.
Dewhurst, Wynford
Dexter, Franklin
Dexter, Timothy
Deyssel, Lodewijk van
Deák, Farkas
Dhonau, Charles Otto
Di Giacomo, Salvatore
Di Giorgi, Ferdinando
Diana, Manuel Juan
Dias, Antônio Gonçalves
Diaz, Abby Morton
Dibble, Roy F.
Dibble, Samuel Edward
Dibble, Sheldon
Dibblee, George Binney
Dibdin, Thomas
Dibdin, Thomas Frognall
Dice, Lee R.
Dicenta, Joaquín
Dicey, A. V.
Dicey, Edward
Dick & Fitzgerald
Dick, Alexander
Dick, Philip K.
Dick, Thomas
Dick, Vinceslas-Eugène
Dickens Fellowship
Dickens, Charles
Dickens, Mamie
Dickens, Mary Angela
Dickert, D. A.
Dickey, Paul
Dickins, Guy
Dickinson, Anna E.
Dickinson, Edward
Dickinson, Emily
Dickinson, G. Lowes
Dickinson, John
Dickinson, Sidney
Dickinson, W. Howship
Dickson, Dr.
Dickson, Gordon R.
Dickson, Harris
Dickson, Leonard E.
Dickson, Marguerite
Dickson, Samuel Benjamin
Dickson, W. E.
Dickson, Walter G.
Diderot, Denis
Didon, père
Didring, Ernst
Dieffenbach, Johann Friedrich
Diehl, Alice M.
Diehl, Charles
Dielitz, Theodor
Diers, Marie
Diesel, Rudolf
Dieterich, Karl
Dietz, Henriette
Dietzgen, Joseph
Dieudonné, Florence Carpenter
Dieulafoy, Jane
Diffin, Charles Willard
Digby, Kenelm
Digital Equipment Corporation
Dilke, Charles Wentworth, Sir
Dill, Samuel
Dillahunty, Albert
Dillaway, Charles K.
Dilley, Edgar M.
Dilling, Lars
Dillingham, Emma Louise Smith
Dillmont, Thérèse de
Dillon, Alice Christie
Dillon, Edward
Dillon, Emile Joseph
Dillon, Guillaume Patrice
Dillon, Mary
Dillwyn, E. A.
Dilnot, Frank
Dilnot, George
Dimock, A. W.
Dimock, Arthur
Dimond, Elizabeth, Mrs.
Dimsdale, Thomas
Dimsdale, Thos. J.
Dinet, Etienne
Dingelstedt, Franz von
Dingle, Aylward Edward
Dingle, Edwin John
Dinis, Júlio
Diniz, Almachio
Dinneen, Patrick S.
Dinning, Hector
Dino, Dorothée, duchesse de
Diodorus, Siculus
Diogenes Laertius
Dionne, N.-E.
Dionysius, of Alexandria, Saint
Dionysius, of Halicarnassus
Dioscorides, Dr.
Diraison-Seylor, Olivier
Dircks, Henry
Dirk, Jan
Dirk, Stephan
Dirks, J.
Disch, Thomas M.
Disney, G. W.
Disraeli, Benjamin, Earl of Beaconsfield
Disraeli, Isaac
Ditchfield, P. H.
Dittenhoefer, Abram J.
Dittmer, W.
Diver, Maud
Dix, Beulah Marie
Dix, Charles Cabry
Dix, Dorothea Lynde
Dix, Dorothy
Dix, Edwin Asa
Dix, Irving Sidney
Dixie, Florence, Lady
Dixon, Billy
Dixon, Charles
Dixon, E.
Dixon, Franklin W.
Dixon, Frederick A.
Dixon, H. Claiborne
Dixon, John H.
Dixon, Joseph K.
Dixon, Royal
Dixon, Thomas, Jr.
Dixon, W. MacNeile
Dixon, William Hepworth
Dixon, Winifred Hawkridge
Dixon-Johnson, C. F.
Doan, Isaac C.
Doane, Alice Mary
Doane, Rennie Wilbur
Doane, T. W.
Dobbs, Ella Victoria
Dobie, Charles Caldwell
Dobie, J. Frank
Doblas, Gonzalo de
Dobrizhoffer, Martin
Dobrée, Bonamy
Dobschütz, Ernst von
Dobson, Austin
Dobson, J. F.
Dobyns, Harold Warren
Dobzhansky, Theodosius
Dochard, Staff Surgeon
Dockum, C. van
Docteur Jaf
Doctorow, Cory
Dodd, Anna Bowman
Dodd, George
Dodd, Ira Seymour
Dodd, Lee Wilson
Dodd, William Edward
Doddridge, Philip
Dodds, James
Dodge, David Low
Dodge, Fremont
Dodge, Grenville Mellen
Dodge, Harry W.
Dodge, Henry Irving
Dodge, John
Dodge, Louis
Dodge, Mary Harris Toy
Dodge, Mary Mapes
Dodge, Natt N.
Dodge, Theodore Ayrault
Dodge, Walter Phelps
Dodgson, Campbell
Dods, John Bovee
Dods, Marcus
Dods, Mary Diana
Dodsley, Robert
Doede, William R.
Doederlein, Ludwig von
Doehlemann, Karl
Doesticks, Q. K. Philander
Doff, Neel
Doflein, Franz
Doheny, Michael
Doin, Ernest
Dolbear, A. E.
Dolbey, Robert Valentine
Dole, Edmund P.
Dole, Nathan Haskell
Dolens, Noël
Dolent Fortuné
Dolet, Etienne
Dollar, Jno. A. W.
Dolmage, Cecil Goodrich Julius
Dolores, Carmen
Doläus, Johann
Dombre, Roger
Domela Nieuwenhuis, Ferdinand
Domenichi, Lodovico
Dominian, Leon
Dominicus, F. C.
Dominik, Hans
Domville-Fife, Charles W.
Donahey, J. H.
Donahey, William
Donald, Henry W.
Donaldson, James, Sir
Donaldson, Joseph
Donat, Josef
Dondel Du Faouëdic, Noémie
Donders, F. C.
Doneghy, George W.
Donelan, A. M.
Donkersley, J.
Donne, John
Donne, William Bodham
Donnell, Annie Hamilton
Donnelly, Eleanor C.
Donnelly, Francis P.
Donnelly, Ignatius
Donnelson, Allyn
Donner, Arno
Donner, Kai
Donner, Otto
Donohoe, Martin Henry
Donovan, Dick
Donovan, E.
Donovan, Francis
Donovan, James W.
Donovan, Laurence
Donovan, Peter
Donászy, Ferenc
Doogue, Luke Joseph
Dooley, William H.
Doolittle, William Henry
Doorman, L. A. C. M.
Doorn, M. C. van
Dopp, Katharine Elizabeth
Doran, Dr.
Dorling, H. Taprell
Dorman, Marcus R. P.
Dorman, Sonya
Dornblüth, Otto
Dornseiff, Franz
Doroshevich, V. M.
Dorr, David F.
Dorr, Julia C. R.
Dorr, Rheta Childe
Dorrance, E. S.
Dorrance, James French
Dorris, Mary C.
Dorset, Catherine Ann Turner
Dorsey, Anna Hanson
Dorsey, George A.
Dorsey, James Owen
Doré, Gustave
Dos Passos, John
Dos Passos, John R.
Dosch-Fleurot, Arno
Dossi, Carlo
Dostoevskaia, L. F.
Dostoyevsky, Fyodor
Doten, Lizzie
Doty, Madeleine Z.
Doubleday, Abner
Doubleday, Russell
Doubleday, W. E.
Doublet, Jean
Douce, Francis
Doudney, Sarah
Dougall, Allan H.
Dougall, L.
Doughty, Arthur G., Sir
Doughty, Francis Worcester
Doughty, Frank W.
Doughty, Sarah P.
Doughty, William E.
Douglas, A. I.
Douglas, Alan, Captain
Douglas, Alfred Bruce
Douglas, Amanda M.
Douglas, Charles
Douglas, Charles L.
Douglas, Eileen
Douglas, Elizabeth
Douglas, George
Douglas, H.
Douglas, Jack
Douglas, James
Douglas, Loudon M.
Douglas, Norman
Douglas, O.
Douglas-Irvine, Helen
Douglas-Lithgow, R. A.
Douglass, Ellsworth
Douglass, Frederick
Douglass, John M.
Douglass, Margaret Crittenden
Douie, James McCrone, Sir
Douie, Marjorie
Doumet-Adanson, Napoléon
Doumic, René
Dourliac, Arthur
Douwes Dekker, E. F. E.
Dove, J. F.
Dover, George Agar Ellis, Baron
Dovizi, Bernardo,‏ da Bibbiena
Dow, Arthur W.
Dow, George Francis
Dow, Joy Wheeler
Dow, Mary Larcom
Dowd, Emma C.
Dowdall, Mrs.
Dowden, Edward
Dowden, John
Dowland, John
Dowling, Joseph Augustus
Dowling, Richard
Dowling, Theodore Edward
Downer, Charles Alfred
Downes, Minna Sophie Marie Baumann
Downes, Randolph C.
Downing, Dennis J.
Downs, Barnabas
Downs, E. C.
Downs, George Sheldon, Mrs.
Downs, James F.
Dowsett, C. F.
Dowson, Ernest Christopher
Dowst, Robert Saunders
Doyle, A. P., Rev.
Doyle, Arthur Conan
Doyle, C. W.
Doyle, Edward
Doyle, J. E. P.
Doyle, Richard
Dozon, Auguste
Dozy, Reinhart Pieter Anne
Drachman, Bernard
Drachmann, A. B.
Drachmann, Holger
Dracott, Alice
Drago, Harry Sinclair
Drago, Luis María
Dragoume, Ioulia D.
Dragoumes, Ion
Drake, Benjamin
Drake, Durant
Drake, Emma F. Angell
Drake, Francis S.
Drake, Grey
Drake, Joseph Rodman
Drake, Nathan
Drake, Samuel Adams
Dralet, M.
Drane, Augusta Theodosia
Drannan, William F.
Draper, A. S.
Draper, Ernest Gallaudet
Draper, George Orrin
Draper, Henry
Draper, John William
Draycott, Gladys M.
Drayson, Alfred W.
Drayton, Daniel
Drayton, Michael
Dreiser, Theodore
Dresser, Christopher
Drew, Benjamin
Drews, Arthur
Drey, Arthur
Dreyer, Max
Dreyfus, Abraham
Dreyfus, Alfred
Dreyfus, Suelette
Dreyspring, Adolphe
Drielst, J. van
Driesch, Hans
Drieu La Rochelle, Pierre
Driggs, Howard R.
Driggs, John B.
Drinkwater, John
Driscoll, James R.
Droogendijk, J. M.
Droste-Hülshoff, Annette von
Drouet, Juliette
Droysen, Johann Gustav
Droz, Gustave
Droz, Joseph
Drumgoold, Kate
Drummond, Hamilton
Drummond, Henry
Drummond, James
Drummond, Robert Rutherford
Drummond, William Henry
Drummond, Willis
Drummond-Hay, Alice Emily
Drury, Anna H.
Drury, Dru
Drury, Robert
Druskowitz, H.
Drussai, Garen
Drussai, Kirk
Dry, Wakeling
Dryden, John
Dryden, John F.
Dryfoos, Dave
Drysdale, Charles R.
Drysdale, William
Du Bellay, Joachim
Du Bois, Gaylord
Du Bois, Louis
Du Bois, Shirley Graham
Du Bois, W. E. B.
Du Boisgobey, Fortuné
Du Cane, Florence
Du Casse, Albert
Du Casse, Robert Emmanuel Léon, baron
Du Chaillu, Paul B.
Du Châtelet, Gabrielle Emilie Le Tonnelier de Breteuil, marquise
Du Genestoux, Magdeleine
Du Hausset, Mme.
Du Hays, Charles
Du Maurier, George
Du Moncel, Th., comte
Du Moulin, Louis Eugène
Du Prel, Carl
Du Roure, Auguste François Louis Scipion de Grimoard Beauvoir
Du Verger de Saint-Thomas, Charles, comte
Du Veuzit, Max
Du Wés, Giles
Du, Guangting
DuPuy, William Atherton
Duane, William
Dubarry, Gustave
Dubh, Scian
Dubnow, Simon
Dubourg, George
Dubreuil, Charles
Dubus, Édouard
Dubut de Laforest, Jean-Louis
Duchaussois, R. P.
Duchochois, Peter C.
Duché, Jacob
Duckworth, Richard
Duckworth, W. L. H.
Ducoudray, Gustave
Ducray-Duminil, M.
Ducrocq, Georges
Ducroquet, Charles
Duden, Konrad
Dudeney, Henry Ernest
Dudeney, Henry, Mrs.
Dudfield, T. Orme
Dudgeon, Gerald C.
Dudley Ward, C. H.
Dudley, Albertus T.
Dudley, Howard
Duellman, William Edward
Dufau, Th.
Dufay, Pierre
Duff Gordon, Lucie, Lady
Duff, E. Gordon
Duff, J. L.
Duff, Mildred
Dufferin and Ava, Frederick Temple Blackwood, Marquis of
Duffield, A. J.
Duffield, Elizabeth M.
Duffield, J. W.
Duffield, Samuel Willoughby
Duffy, Bella
Duffy, Charles Gavan, Sir
Duffy, Edward
Duffy, Francis Patrick
Dufourt, Jean
Dufresny, Charles Rivière
Dufrénoy, Mme.
Dugas, Ch.
Dugas, Georges
Dugdale, Thomas
Duggan, Janie Prichard
Duguid, Charles
Duhamel du Monceau, M.
Duhamel, Georges
Dujardin, Edouard
Duka, Tivadar
Duke of York's Royal Military School
Duke, Basil Wilson
Duke, Edward
Dukes, Paul
Dukhovskaia, Varvara
Dulabone, Chris
Dulac, Edmund
Dulaure, J.-A.
Dulles, John Foster
Dumas, Alexandre
Dumbell, K. E. M.
Dumesnil, Antoine Jules
Dumont, Frank
Dumont, Henrietta
Dumont, Júlio
Dumont, Theron Q.
Dumur, Louis
Dumée, Paul
Dunant, Henry
Dunaway, Wayland Fuller
Dunbar, Ianthe M.
Dunbar, Paul Laurence
Dunbar-Nelson, Alice Moore
Dunboyne, Lady
Duncan, A. W.
Duncan, Andrew
Duncan, David
Duncan, Francis
Duncan, James
Duncan, John
Duncan, Julia K.
Duncan, Norman
Duncan, P. Martin
Duncan, Sara Jeannette
Duncan, Thomas D.
Duncker, Dora
Duncker, Max
Dundas, Mrs.
Dunderdale, George
Dundonald, Thomas Barnes Cochrane, Earl of
Dundonald, Thomas Cochrane, Earl of
Dunham, Curtis
Dunham, Edith
Dunham, Jacob
Dunham, Jerry
Dunham, S. A.
Dunigan, Rosetta
Duniway, Abigail Scott
Dunlap, John V.
Dunlap, William
Dunlop, John Colin
Dunlop, William
Dunmire, William W.
Dunn, Arthur William
Dunn, Byron A.
Dunn, J. Allan,
Dunn, Jacob Piatt
Dunn, Jonathan
Dunn, Louise M.
Dunn, Oscar
Dunn-Pattison, R. P.
Dunne, Finley Peter
Dunning, Hal
Dunning, James Edmund
Dunphy, Harold Morse
Dunsany, Lord
Dunton, Edith K.
Dunton, James G.
Dunwoody, H. H. C.
Dupanloup, Félix
Dupont, Marcel
Duportal, Marguerite
Dupouy, Edmond
Duprè, Giovanni
Dupré-Carra, Léon
Dupuy, Ernest
Dupuy, Paul
Durand, Charles
Durand, Guillaume
Durand, H. Mortimer
Durand, Jean Baptiste Léonard
Durand, l'Abbé
Durant, Will
Duras, Claire de Durfort, duchesse de
Duras, Louise Henriette Charlotte Philippine de Durfort, duchesse de
Duret, Théodore
Durfee, Job
Durham, Andrew Everett
Durham, M. E.
Durham, Robert Lee
Durham, Victor G.
Durham, W. H.
Durivage, Francis A.
Durkheim, Émile
Durkin, Douglas
Durland, Kellogg
Durnford, H. G.
Durning-Lawrence, Edwin, Sir
Durno, J.
Durrant, Stephen David
Durston, George
Dury, John
Duryee, William Budington
Dutemple, Edmond
Duthie, William
Dutt, Toru
Dutt, William A.
Dutta, R. N.
Dutton, Charles J.
Dutton, Clarence E.
Dutton, Louie M. Knight
Dutton, Louise Elizabeth
Dutton, Reginald G.
Duval, Antoine
Duval, Louis François Marin
Dwight, H. G.
Dwight, Henrietta Latham
Dwight, James
Dwight, Margaret Van Horn
Dwyer, James Francis
Dye, Charles
Dye, Eva Emery
Dyer, A. B.
Dyer, B. W.
Dyer, Frank Lewis
Dyer, Gertrude P.
Dyer, R. E. H.
Dyer, Walter A.
Dykeman, Wilma
Dykes, John Bacchus
Dyson, Edward
Dyson, James L.
Dyson, Will
Dyssord, Jacques
Dávalos, Juan Carlos
Déry, Juliane
Díaz del Castillo, Bernal
Díaz, Porfirio
Díaz-Caneja, Guillermo
Dóczi, Lajos
Döblin, Alfred
Döhring, Angela
Döllinger, Johann Joseph Ignaz von
Döring, Georg
Döring, Heinrich
Dürer, Albrecht
Düringsfeld, Ida von
E. & F. N. Spon
E. M.
E. V. B.
E.I. du Pont de Nemours & Company
E.P. Dutton
Eade, Peter, Sir
Eady, K. M.
Ealand, C. A.
Eales, Mary
Earhart, Amelia
Earle, Alice Morse
Earle, Augustus
Earle, Edward Mead
Earle, F. S.
Earle, John
Earley, A.
Earls, Michael
Early, Jubal Anderson
Easdale, William Charles
Eassie, William
East, Omega G.
East, Timothy
Eastlake, Charles Lock, Sir
Eastman Kodak Company
Eastman, Charles A.
Eastman, Edwin
Eastman, Elaine Goodale
Eastman, Mary H.
Eastman, Max
Eastman, Rebecca Hooper
Eastwood, Frances
Eatmor Cranberries
Eaton, Charlotte
Eaton, Charlotte A.
Eaton, Daniel Cady
Eaton, Harriet Phillips
Eaton, Seymour
Eaton, Theodore H.
Eaton, Walter Prichard
Eaton, William Dunseath
Eayrs, Hugh S.
Ebbinghaus, Hermann
Ebbutt, M. I.
Eberhard, Wolfram
Eberhardt, Isabelle
Eberhart, Mignon G.
Eberlein, Harold Donaldson
Ebers, Georg
Ebner-Eschenbach, Marie von
Eby, Henry Harrison
Eccles, Charlotte O'Conor
Eccott, W. J.
Echard, Lawrence
Echegaray, José
Echols, Joan
Eckenstein, Lina
Eckman, Rena Sarah
Eckstein, Ernst
Eckstein-Diener, Bertha
Eckstorm, Fannie Hardy
Eddington, Arthur Stanley, Sir
Eddison, Eric Rücker
Eddy, Arthur Jerome
Eddy, Daniel C.
Eddy, Mary Baker
Eddy, Sherwood
Eddy, T. M.
Eddy, Velda Allis
Eddy, Walter Hollis
Edelfelt, Berta
Edelsheim, Franz, Freiherr von
Eden, Charles H.
Eden, Emily
Eden, Helen Parry
Eden, Horatia K. F.
Eden, R. C.
Edgar, John G.
Edgar, Matilda Ridout, Lady
Edgcumbe, Richard
Edge, Frederick Milnes
Edgell, George Harold
Edgerton, Joseph K.
Edgeworth, Maria
Edgeworth, Richard Lovell
Edginton, May
Edguard, David
Edholm, Lizette M.
Edick, Grace Willard
Edison Concert Band
Edison Minstrels
Edison Vaudeville Company
Edison, Theodore M.
Edison, Thomas A.
Edkins, Joseph
Edman, Irwin
Edmands, B. Franklin
Edmonds, Harfield H.
Edmonds, John Henry
Edmonds, S. Emma E.
Edmondson, G. C.
Edmunds, Charles K.
Edmunds, Pocahontas Wight
Edmundson, George
Edrich, George
Edridge-Green, F. W.
Edschmid, Kasimir
Edson, Franklin
Edson, Milan C.
Edward VII, King of Great Britain
Edward, of Norwich
Edwardes, S. M.
Edwardes, Tickner
Edwards, Albert
Edwards, Amelia B.
Edwards, Annie
Edwards, Charles
Edwards, Clayton
Edwards, David W.
Edwards, Edward
Edwards, Eliezer
Edwards, F. G.
Edwards, George Wharton
Edwards, George, Sir
Edwards, H. Sutherland
Edwards, Harry Stillwell
Edwards, Jonathan
Edwards, Julia
Edwards, Leo
Edwards, Linden F.
Edwards, Lyford P.
Edwards, Osman
Edwards, Owen Morgan, Sir
Edwards, Pierrepont
Edwards, Thomas
Edwards, Thomas Charles
Edwards, William H.
Edwards, William James
Edwards, William Seymour
Edwords, Clarence E.
Eeden, Frederik van
Eekhoff, W.
Eekhoud, Georges
Eells, Elsie Spicer
Eells, Myron
Eerola, Eero
Effinger, John R.
Effron, H. Sanford
Eftaliotis, Argyris
Egan, Jack
Egan, Maurice Francis
Egan, Pierce
Egan, W. C.
Egbert, H. M.
Ege, Otto F.
Egede, Hans
Egerton, Beatrice
Egerton, George
Egerton-Warburton, Geoffrey
Eggert, Erwin
Eggleston, Edward
Eggleston, George Cary
Eggleston, Margaret W.
Egleston, Nathaniel Hillyer
Ehrenstein, Albert
Ehrenstein, Carl
Ehrlich, Paul
Eichendorff, Joseph, Freiherr von
Eichhorn, A.
Einstein, Albert
Einstein, Charles
Eiselen, Frederick Carl
Eisen, Gustavus A.
Eisenberg, Larry
Eisenhower, Dwight D.
Eisenlohr, Friedrich
Eisenstein, Richard, Freiherr von und zu
Eisler, Rudolf
Eivind, R.
Eje, Anders
Ekblaw, K. J. T.
Elam, Richard M.
Elder, Marc
Elderdice, James Raymond
Elderkin, G. W.
Eldredge, Zoeth Skinner
Eldridge, Edward
Eldridge, George Dyre
Electronic Frontier Foundation
Elek, Artúr
Elenius, Emil
Eley, C. King
Eley, P. H.
Elfer, William André
Elfving, Betty
Elger, Thomas Gwyn
Elgin, James Bruce, Earl of
Elgström, Anna Lenah
Elia, Augusto
Eliot, Charles
Eliot, Charles William
Eliot, Ethel Cook
Eliot, George
Eliot, T. S.
Elkington, E. Way
Ellacombe, Henry Nicholson
Ellanby, Boyd
Ellenbecker, John G.
Ellenborough, Edward Law, Earl of
Ellenor, J. B.
Ellerbe, Alma
Ellerbe, Paul
Ellet, E. F.
Ellicott, C. J.
Ellinger, Esther Parker
Ellinwood, Frank F.
Elliot, Daniel Giraud
Elliot, Frances Minto Dickinson
Elliot, G. F. Scott
Elliot, Robert H.
Elliot, Robert Henry
Elliott, Bruce
Elliott, Calvin
Elliott, Charles Wyllys
Elliott, Everett
Elliott, Francis Perry
Elliott, Henry Wood
Elliott, James Carson
Elliott, James, Sir
Elliott, Jeanette Hindman
Elliott, M.
Elliott, Maud Howe
Elliott, Walter
Ellis, A. B.
Ellis, Arthur
Ellis, Beth
Ellis, DeLancey M.
Ellis, Edward Sylvester
Ellis, George
Ellis, Havelock
Ellis, J. Breckenridge
Ellis, James J.
Ellis, James Tandy
Ellis, John
Ellis, Mary
Ellis, Mike
Ellis, O. O.
Ellis, Robinson
Ellis, Samuel K.
Ellis, Walter
Ellis, William Hodgson
Ellis, William T.
Ellison, Grace
Ellison, Harlan
Ellms, Charles
Ellsberg, Edward
Ellsworth, Lincoln
Ellwanger, George H.
Ellwanger, William De Lancey
Ellwood, Charles A.
Ellwood, Thomas
Elmendorf, Dwight L.
Elmslie, W. A. L.
Elmslie, William Gray
Elmslie, William Jackson
Elpern, Sarah Jane
Elphinston, James
Elsee, John
Elsenhans, Theodor
Elson, Arthur
Elson, Henry W.
Elson, Louis Charles
Elson, William H.
Elster, Kristian
Elstob, Elizabeth
Elsynge, Henry
Elting, Mary
Elton, Charles Isaac
Elton, Letitia MacColl
Elton, Mary Augusta
Eltzbacher, Paul
Elvestad, Sven
Elwell, J. B.
Elwes, Alfred
Elwin, Edward Fenton
Ely, David
Ely, Dinsmore
Ely, Helena Rutherfurd
Ely, Richard T.
Ely, Wilmer M.
Emanuel, Frank L.
Emanuel, Walter
Emerson, Alice B.
Emerson, Charles Wesley
Emerson, Edwin
Emerson, John
Emerson, N. S.
Emerson, Nathaniel Bright
Emerson, P. H.
Emerson, Ralph Waldo
Emerson, Willis George
Emerton, Ephraim
Emerton, J. H.
Emery, Lucilius A.
Eminescu, Mihai
Emmerich, Anna Katharina
Emmons, George Thornton
Emmons, Samuel B.
Empey, Arthur Guy
Enault, Louis
Encyclopaedia Britannica, Inc.
Endell, Fritz August Gottfried
Endersby, Victor A.
Endicott, Myles
Endicott, Ruth Belmore
Endle, Sidney
Endlicher, Stephan
Endrődi, Sándor
Enelow, H. G.
Enferd, Knut
Engel, Alexander
Engel, Carl
Engel, Georg
Engel, Sigmund
Engelbach, Alfred H.
Engelbach, Reginald
Engelen, Clara
Engels, Friedrich
England and Wales. Parliament. House of Commons
England and Wales. Sovereign
England, George Allan
English, Douglas
English, George Bethune
English, Thomas Dunn
Engström, Albert
Enking, Ottomar
Ennery, Adolphe d'
Ennis, Luna May
Ennis, William D.
Enochs, J. B.
Enock, C. Reginald
Enright, Elizabeth
Eon de Beaumont, Charles Geneviève Louis Auguste André Timothée d'
Episcopal Church in Scotland
Episcopal Church. Army and Navy Commission
Episcopal Church. Diocese of Connecticut
Epstein, Abraham
Equiano, Olaudah
Equilbecq, François-Victor
Erasmus, Desiderius
Erauso, Catalina de
Erber, Felix
Erdman, Charles Rosenbury
Erdélyi, János
Erg, Julle
Eric, Allan
Erichsen, Hugo
Erichsen, L. Mylius
Erickson, Joel Amos
Erkko, J. H.
Ernst, Clayton H.
Ernst, Paul
Eronen, Simo
Erredge, John Ackerson
Errico, Daniel
Erskine, Andrew
Erskine, John
Erskine, Payne
Erter, Isaac
Ertz, Susan
Ervast, Pekka
Ervasti, A. V.
Ervine, St. John G.
Eschenbach, Olga
Escher, Franklin
Eschstruth, Nataly von
Escoffier, A.
Escosura, Patricio de la
Escott, T. H. S.
Esenwein, J. Berg
Eshbach, Lloyd Arthur
Espanca, Florbela
Espanet, Alexis
Espina, Concha
Espinel, Vicente
Espinosa, Ramón J.
Espronceda, José de
Esquiros, Alphonse
Essen, Léon van der
Esslemont, J. E.
Estabrooke, Edward M.
Estaunié, Édouard
Estes Park Chamber of Commerce
Estes, Rufus
Estlander, Carl Gustaf
Estor, Johan Jacob
Estrée, Paul d'
Estwick, Samuel
Estébanez Calderón, Serafín
Ethelmer, Ellis
Etlar, Carit
Etten, Gerard Van
Ettinger, R. C. W.
Ettlinger, Karl
Euangelides, Tryphon E.
Eubank, Rice S.
Eucken, Rudolf
Eulalia, Infanta of Spain
Europaeus, D. E. D.
European Union
Eurén, Gustaf Erik
Eustace, Robert
Euwer, Anthony
Evans, A. H.
Evans, A. J.
Evans, Arthur, Sir
Evans, Augusta J.
Evans, C. S.
Evans, Caradoc
Evans, Cerinda W.
Evans, Charles
Evans, Christmas
Evans, Christopher
Evans, Conway
Evans, David
Evans, Dean
Evans, Donald
Evans, E. Everett
Evans, E. P.
Evans, Estwick
Evans, Evan
